,WeatherCurrent__0___t_air_deg_celsius,WeatherCurrent__0___day_avg_t_air_deg_celsius,WeatherCurrent__0___bh_w_per_m2,WeatherCurrent__0___dh_w_per_m2,WeatherCurrent__0___wind_v_m_per_s,WeatherCurrent__0___wind_dir_deg,WeatherCurrent__0___air_pressure_hpa
0,6.694485329147393,6.489890638396532,0.0,0.0,6.6231510396901285,248.00127094898156,1041.5345245936267
1,7.875010841068349,6.769518900734266,0.0,0.0,6.812505862176593,255.31387073892213,1056.793966742786
2,7.948029750307463,6.76457251098961,0.0,0.0,7.311452206567509,243.31488575739368,1034.9843347575595
3,7.83888302553445,6.444829382191601,0.0,0.0,7.182481778261751,240.16713246299776,1062.9491673981513
4,7.776956457228866,6.353575435561607,0.0,0.0,7.222691142163279,235.86322111226673,1068.4313712882276
5,8.392466553143471,6.441467158979385,0.0,0.0,7.547410305443887,243.12507234208323,969.3579561641669
6,7.775695288931129,6.6206848418558435,0.0,0.0,8.069771156041634,230.8928920951157,1032.0710815565526
7,8.049462038745132,6.452472490463971,0.0,0.0,7.957406914764139,259.50244427065184,1100.0
8,7.875573871702086,6.152652290111427,0.0,0.0,8.235293002818322,256.03913709104455,949.6586507228942
9,8.094296422604854,6.834548245968079,0.0,0.0,8.332153848295363,235.08129213312162,961.0044897672494
10,8.280208628942665,6.749096479259344,0.0,0.0,8.173707695524548,251.36909986319438,1068.3441559014377
11,9.156668016339932,6.741640732977985,0.0,0.0,8.621936337452603,258.09596635670187,1014.4709293773183
12,8.276175174872197,7.131745843894421,0.0,0.0,8.925069246873411,257.50520204765604,1015.2239736920953
13,8.931541021410103,6.9169117292811215,0.0,0.0,8.783539078088639,247.81530703890823,1022.2142789692733
14,8.217152329219992,6.188101487715104,0.0,0.0,7.620379314188722,254.99276495736314,991.8532603617523
15,8.253323195912559,6.708569895899536,0.0,0.0,9.272353309764583,264.952896562451,1020.5829092436671
16,8.094304086205618,7.233937756337171,0.0,0.0,9.144387153782102,254.49620601005034,1024.4772411004797
17,7.672061372102828,6.038620916226248,0.0,0.0,9.515059850723931,270.5804817968571,1037.2103290773969
18,7.903374293835221,7.007800709301158,0.0,0.0,9.60830412960226,251.94716962785142,1100.0
19,8.087028626923084,6.33074597979108,0.0,0.0,10.243285323141126,261.1708474888512,994.9235031665936
20,7.266070602435619,6.596891803585062,0.0,0.0,9.708236038880296,258.64344531014746,1021.2085728801239
21,7.078581536108842,7.047318571308502,0.0,0.0,10.727933384373195,244.53419837814548,1049.9111144372098
22,7.00563728579803,6.546070992717794,0.0,0.0,9.756902292425963,266.94118224415325,1051.1066718686432
23,7.419830402727254,6.416216830835131,0.0,0.0,9.093216270580353,245.77368249967313,1002.4687545920408
24,7.077094323176384,6.38881106261164,0.0,0.0,8.650711309556712,255.28461684881967,1039.7949706544646
25,6.989372144873207,7.002267499580068,0.0,0.0,9.285932352117673,264.9277166522471,958.4801178947869
26,7.4461826287600426,6.790625150359757,0.0,0.0,8.757834030380135,267.9820901540303,1083.1966212923537
27,7.451645584127424,6.772667821892327,0.0,0.0,9.86224044211168,262.51344497015623,1038.7745918229498
28,7.690511308368458,6.68744478186452,0.0,0.0,9.557751131260325,241.38231919699,1009.7768757419271
29,7.572779721920701,6.583157786308742,0.0,1.3621077678108744,8.759519595651788,247.8405265788814,1035.5263781900935
30,7.860326451564171,6.679938274556934,0.0,2.893016589006278,9.495320525159528,265.0740598623679,1008.9315281751599
31,7.927313087660171,6.1399810297915565,0.0,4.434316625270469,9.044384782846985,250.85299087768666,1017.572076340605
32,8.041705631798102,6.679970536108237,0.0,5.446614337514028,9.207216051792267,254.34267057527535,1066.8741980322568
33,8.627680587353149,5.924971481108553,0.0,14.118718716832984,9.384331818179662,293.4938574715285,1001.8298294247683
